,shape,width,height,position
212,rectangle,0.0,0.6,0.05882
213,rectangle,0.0,0.6,0.08824
214,rectangle,0.0,0.6,0.11765
215,rectangle,0.0,0.6,0.14706
216,rectangle,0.0,0.6,0.17647
217,rectangle,0.0,0.6,0.20588
218,rectangle,0.0,0.6,0.23529
219,rectangle,0.0,0.6,0.26471
220,rectangle,0.0,0.6,0.29412
221,rectangle,0.0,0.6,0.32353
222,rectangle,0.0,0.6,0.35294
223,rectangle,0.0,0.6,0.38235
224,rectangle,0.0,0.6,0.41176
225,rectangle,0.0,0.6,0.44118
226,rectangle,0.0,0.6,0.47059
227,rectangle,0.0,0.6,0.5
228,rectangle,0.0,0.6,0.52941
229,rectangle,0.0,0.6,0.55882
230,rectangle,0.0,0.6,0.58824
231,rectangle,0.0,0.6,0.61765
232,rectangle,0.0,0.6,0.64706
233,rectangle,0.0,0.6,0.67647
234,rectangle,0.0,0.6,0.70588
235,rectangle,0.0,0.6,0.73529
236,rectangle,0.0,0.6,0.76471
237,rectangle,0.0,0.6,0.79412
238,rectangle,0.0,0.6,0.82353
239,rectangle,0.0,0.6,0.85294
240,rectangle,0.0,0.6,0.88235
241,rectangle,0.0,0.6,0.91176
242,rectangle,0.0,0.6,0.94118
243,rectangle,0.0,0.6,0.97059
244,rectangle,0.0,0.6,1.0
245,rectangle,0.0,0.7,0.0
246,rectangle,0.0,0.7,0.02941
247,rectangle,0.0,0.7,0.05882
248,rectangle,0.0,0.7,0.08824
249,rectangle,0.0,0.7,0.11765
250,rectangle,0.0,0.7,0.14706
251,rectangle,0.0,0.7,0.17647
252,rectangle,0.0,0.7,0.20588
253,rectangle,0.0,0.7,0.23529
254,rectangle,0.0,0.7,0.26471
255,rectangle,0.0,0.7,0.29412
256,rectangle,0.0,0.7,0.32353
257,rectangle,0.0,0.7,0.35294
258,rectangle,0.0,0.7,0.38235
259,rectangle,0.0,0.7,0.41176
260,rectangle,0.0,0.7,0.44118
261,rectangle,0.0,0.7,0.47059
262,rectangle,0.0,0.7,0.5
263,rectangle,0.0,0.7,0.52941
264,rectangle,0.0,0.7,0.55882
265,rectangle,0.0,0.7,0.58824
266,rectangle,0.0,0.7,0.61765
267,rectangle,0.0,0.7,0.64706
268,rectangle,0.0,0.7,0.67647
269,rectangle,0.0,0.7,0.70588
270,rectangle,0.0,0.7,0.73529
271,rectangle,0.0,0.7,0.76471
272,rectangle,0.0,0.7,0.79412
273,rectangle,0.0,0.7,0.82353
274,rectangle,0.0,0.7,0.85294
275,rectangle,0.0,0.7,0.88235
276,rectangle,0.0,0.7,0.91176
277,rectangle,0.0,0.7,0.94118
278,rectangle,0.0,0.7,0.97059
279,rectangle,0.0,0.7,1.0
280,rectangle,0.0,0.8,0.0
281,rectangle,0.0,0.8,0.02941
282,rectangle,0.0,0.8,0.05882
283,rectangle,0.0,0.8,0.08824
284,rectangle,0.0,0.8,0.11765
285,rectangle,0.0,0.8,0.14706
286,rectangle,0.0,0.8,0.17647
287,rectangle,0.0,0.8,0.20588
288,rectangle,0.0,0.8,0.23529
289,rectangle,0.0,0.8,0.26471
290,rectangle,0.0,0.8,0.29412
291,rectangle,0.0,0.8,0.32353
292,rectangle,0.0,0.8,0.35294
293,rectangle,0.0,0.8,0.38235
294,rectangle,0.0,0.8,0.41176
295,rectangle,0.0,0.8,0.44118
296,rectangle,0.0,0.8,0.47059
297,rectangle,0.0,0.8,0.5
298,rectangle,0.0,0.8,0.52941
299,rectangle,0.0,0.8,0.55882
300,rectangle,0.0,0.8,0.58824
301,rectangle,0.0,0.8,0.61765
302,rectangle,0.0,0.8,0.64706
303,rectangle,0.0,0.8,0.67647
304,rectangle,0.0,0.8,0.70588
305,rectangle,0.0,0.8,0.73529
306,rectangle,0.0,0.8,0.76471
307,rectangle,0.0,0.8,0.79412
308,rectangle,0.0,0.8,0.82353
309,rectangle,0.0,0.8,0.85294
310,rectangle,0.0,0.8,0.88235
311,rectangle,0.0,0.8,0.91176
312,rectangle,0.0,0.8,0.94118
313,rectangle,0.0,0.8,0.97059
314,rectangle,0.0,0.8,1.0
315,rectangle,0.0,0.9,0.0
316,rectangle,0.0,0.9,0.02941
317,rectangle,0.0,0.9,0.05882
318,rectangle,0.0,0.9,0.08824
319,rectangle,0.0,0.9,0.11765
320,rectangle,0.0,0.9,0.14706
321,rectangle,0.0,0.9,0.17647
322,rectangle,0.0,0.9,0.20588
323,rectangle,0.0,0.9,0.23529
324,rectangle,0.0,0.9,0.26471
325,rectangle,0.0,0.9,0.29412
326,rectangle,0.0,0.9,0.32353
327,rectangle,0.0,0.9,0.35294
328,rectangle,0.0,0.9,0.38235
329,rectangle,0.0,0.9,0.41176
330,rectangle,0.0,0.9,0.44118
331,rectangle,0.0,0.9,0.47059
332,rectangle,0.0,0.9,0.5
333,rectangle,0.0,0.9,0.52941
334,rectangle,0.0,0.9,0.55882
335,rectangle,0.0,0.9,0.58824
336,rectangle,0.0,0.9,0.61765
337,rectangle,0.0,0.9,0.64706
338,rectangle,0.0,0.9,0.67647
339,rectangle,0.0,0.9,0.70588
340,rectangle,0.0,0.9,0.73529
341,rectangle,0.0,0.9,0.76471
342,rectangle,0.0,0.9,0.79412
343,rectangle,0.0,0.9,0.82353
344,rectangle,0.0,0.9,0.85294
345,rectangle,0.0,0.9,0.88235
346,rectangle,0.0,0.9,0.91176
347,rectangle,0.0,0.9,0.94118
348,rectangle,0.0,0.9,0.97059
349,rectangle,0.0,0.9,1.0
350,rectangle,0.0,1.0,0.0
351,rectangle,0.0,1.0,0.02941
352,rectangle,0.0,1.0,0.05882
353,rectangle,0.0,1.0,0.08824
354,rectangle,0.0,1.0,0.11765
355,rectangle,0.0,1.0,0.14706
356,rectangle,0.0,1.0,0.17647
357,rectangle,0.0,1.0,0.20588
358,rectangle,0.0,1.0,0.23529
359,rectangle,0.0,1.0,0.26471
360,rectangle,0.0,1.0,0.29412
361,rectangle,0.0,1.0,0.32353
362,rectangle,0.0,1.0,0.35294
363,rectangle,0.0,1.0,0.38235
364,rectangle,0.0,1.0,0.41176
365,rectangle,0.0,1.0,0.44118
366,rectangle,0.0,1.0,0.47059
367,rectangle,0.0,1.0,0.5
368,rectangle,0.0,1.0,0.52941
369,rectangle,0.0,1.0,0.55882
370,rectangle,0.0,1.0,0.58824
371,rectangle,0.0,1.0,0.61765
372,rectangle,0.0,1.0,0.64706
373,rectangle,0.0,1.0,0.67647
374,rectangle,0.0,1.0,0.70588
375,rectangle,0.0,1.0,0.73529
376,rectangle,0.0,1.0,0.76471
377,rectangle,0.0,1.0,0.79412
378,rectangle,0.0,1.0,0.82353
379,rectangle,0.0,1.0,0.85294
380,rectangle,0.0,1.0,0.88235
381,rectangle,0.0,1.0,0.91176
382,rectangle,0.0,1.0,0.94118
383,rectangle,0.0,1.0,0.97059
384,rectangle,0.0,1.0,1.0
385,rectangle,0.05263,0.0,0.0
386,rectangle,0.05263,0.0,0.02941
387,rectangle,0.05263,0.0,0.05882
388,rectangle,0.05263,0.0,0.08824
389,rectangle,0.05263,0.0,0.11765
390,rectangle,0.05263,0.0,0.14706
391,rectangle,0.05263,0.0,0.17647
392,rectangle,0.05263,0.0,0.20588
393,rectangle,0.05263,0.0,0.23529
394,rectangle,0.05263,0.0,0.26471
395,rectangle,0.05263,0.0,0.29412
396,rectangle,0.05263,0.0,0.32353
397,rectangle,0.05263,0.0,0.35294
398,rectangle,0.05263,0.0,0.38235
399,rectangle,0.05263,0.0,0.41176
400,rectangle,0.05263,0.0,0.44118
401,rectangle,0.05263,0.0,0.47059
402,rectangle,0.05263,0.0,0.5
403,rectangle,0.05263,0.0,0.52941
404,rectangle,0.05263,0.0,0.55882
405,rectangle,0.05263,0.0,0.58824
406,rectangle,0.05263,0.0,0.61765
407,rectangle,0.05263,0.0,0.64706
408,rectangle,0.05263,0.0,0.67647
409,rectangle,0.05263,0.0,0.70588
410,rectangle,0.05263,0.0,0.73529
411,rectangle,0.05263,0.0,0.76471
412,rectangle,0.05263,0.0,0.79412
413,rectangle,0.05263,0.0,0.82353
414,rectangle,0.05263,0.0,0.85294
415,rectangle,0.05263,0.0,0.88235
416,rectangle,0.05263,0.0,0.91176
417,rectangle,0.05263,0.0,0.94118
418,rectangle,0.05263,0.0,0.97059
419,rectangle,0.05263,0.0,1.0
420,rectangle,0.05263,0.1,0.0
421,rectangle,0.05263,0.1,0.02941
422,rectangle,0.05263,0.1,0.05882
423,rectangle,0.05263,0.1,0.08824
424,rectangle,0.05263,0.1,0.11765
425,rectangle,0.05263,0.1,0.14706
426,rectangle,0.05263,0.1,0.17647
427,rectangle,0.05263,0.1,0.20588
428,rectangle,0.05263,0.1,0.23529
429,rectangle,0.05263,0.1,0.26471
430,rectangle,0.05263,0.1,0.29412
431,rectangle,0.05263,0.1,0.32353
432,rectangle,0.05263,0.1,0.35294
433,rectangle,0.05263,0.1,0.38235
434,rectangle,0.05263,0.1,0.41176
435,rectangle,0.05263,0.1,0.44118
436,rectangle,0.05263,0.1,0.47059
437,rectangle,0.05263,0.1,0.5
438,rectangle,0.05263,0.1,0.52941
439,rectangle,0.05263,0.1,0.55882
440,rectangle,0.05263,0.1,0.58824
441,rectangle,0.05263,0.1,0.61765
442,rectangle,0.05263,0.1,0.64706
443,rectangle,0.05263,0.1,0.67647
444,rectangle,0.05263,0.1,0.70588
445,rectangle,0.05263,0.1,0.73529
446,rectangle,0.05263,0.1,0.76471
447,rectangle,0.05263,0.1,0.79412
448,rectangle,0.05263,0.1,0.82353
449,rectangle,0.05263,0.1,0.85294
450,rectangle,0.05263,0.1,0.88235
451,rectangle,0.05263,0.1,0.91176
452,rectangle,0.05263,0.1,0.94118
453,rectangle,0.05263,0.1,0.97059
454,rectangle,0.05263,0.1,1.0
455,rectangle,0.05263,0.2,0.0
456,rectangle,0.05263,0.2,0.02941
457,rectangle,0.05263,0.2,0.05882
458,rectangle,0.05263,0.2,0.08824
459,rectangle,0.05263,0.2,0.11765
460,rectangle,0.05263,0.2,0.14706
461,rectangle,0.05263,0.2,0.17647
462,rectangle,0.05263,0.2,0.20588
463,rectangle,0.05263,0.2,0.23529
464,rectangle,0.05263,0.2,0.26471
465,rectangle,0.05263,0.2,0.29412
466,rectangle,0.05263,0.2,0.32353
467,rectangle,0.05263,0.2,0.35294
468,rectangle,0.05263,0.2,0.38235
469,rectangle,0.05263,0.2,0.41176
470,rectangle,0.05263,0.2,0.44118
471,rectangle,0.05263,0.2,0.47059
472,rectangle,0.05263,0.2,0.5
473,rectangle,0.05263,0.2,0.52941
474,rectangle,0.05263,0.2,0.55882
475,rectangle,0.05263,0.2,0.58824
476,rectangle,0.05263,0.2,0.61765
477,rectangle,0.05263,0.2,0.64706
478,rectangle,0.05263,0.2,0.67647
479,rectangle,0.05263,0.2,0.70588
480,rectangle,0.05263,0.2,0.73529
481,rectangle,0.05263,0.2,0.76471
482,rectangle,0.05263,0.2,0.79412
483,rectangle,0.05263,0.2,0.82353
484,rectangle,0.05263,0.2,0.85294
485,rectangle,0.05263,0.2,0.88235
486,rectangle,0.05263,0.2,0.91176
487,rectangle,0.05263,0.2,0.94118
488,rectangle,0.05263,0.2,0.97059
489,rectangle,0.05263,0.2,1.0
490,rectangle,0.05263,0.3,0.0
491,rectangle,0.05263,0.3,0.02941
492,rectangle,0.05263,0.3,0.05882
493,rectangle,0.05263,0.3,0.08824
494,rectangle,0.05263,0.3,0.11765
495,rectangle,0.05263,0.3,0.14706
496,rectangle,0.05263,0.3,0.17647
497,rectangle,0.05263,0.3,0.20588
498,rectangle,0.05263,0.3,0.23529
499,rectangle,0.05263,0.3,0.26471
500,rectangle,0.05263,0.3,0.29412
501,rectangle,0.05263,0.3,0.32353
502,rectangle,0.05263,0.3,0.35294
503,rectangle,0.05263,0.3,0.38235
504,rectangle,0.05263,0.3,0.41176
505,rectangle,0.05263,0.3,0.44118
506,rectangle,0.05263,0.3,0.47059
507,rectangle,0.05263,0.3,0.5
508,rectangle,0.05263,0.3,0.52941
509,rectangle,0.05263,0.3,0.55882
510,rectangle,0.05263,0.3,0.58824
511,rectangle,0.05263,0.3,0.61765
512,rectangle,0.05263,0.3,0.64706
513,rectangle,0.05263,0.3,0.67647
514,rectangle,0.05263,0.3,0.70588
515,rectangle,0.05263,0.3,0.73529
516,rectangle,0.05263,0.3,0.76471
517,rectangle,0.05263,0.3,0.79412
518,rectangle,0.05263,0.3,0.82353
519,rectangle,0.05263,0.3,0.85294
520,rectangle,0.05263,0.3,0.88235
521,rectangle,0.05263,0.3,0.91176
522,rectangle,0.05263,0.3,0.94118
523,rectangle,0.05263,0.3,0.97059
524,rectangle,0.05263,0.3,1.0
525,rectangle,0.05263,0.4,0.0
526,rectangle,0.05263,0.4,0.02941
527,rectangle,0.05263,0.4,0.05882
528,rectangle,0.05263,0.4,0.08824
529,rectangle,0.05263,0.4,0.11765
530,rectangle,0.05263,0.4,0.14706
531,rectangle,0.05263,0.4,0.17647
532,rectangle,0.05263,0.4,0.20588
533,rectangle,0.05263,0.4,0.23529
534,rectangle,0.05263,0.4,0.26471
535,rectangle,0.05263,0.4,0.29412
536,rectangle,0.05263,0.4,0.32353
537,rectangle,0.05263,0.4,0.35294
538,rectangle,0.05263,0.4,0.38235
539,rectangle,0.05263,0.4,0.41176
540,rectangle,0.05263,0.4,0.44118
541,rectangle,0.05263,0.4,0.47059
542,rectangle,0.05263,0.4,0.5
543,rectangle,0.05263,0.4,0.52941
544,rectangle,0.05263,0.4,0.55882
545,rectangle,0.05263,0.4,0.58824
546,rectangle,0.05263,0.4,0.61765
547,rectangle,0.05263,0.4,0.64706
548,rectangle,0.05263,0.4,0.67647
549,rectangle,0.05263,0.4,0.70588
550,rectangle,0.05263,0.4,0.73529
551,rectangle,0.05263,0.4,0.76471
552,rectangle,0.05263,0.4,0.79412
553,rectangle,0.05263,0.4,0.82353
554,rectangle,0.05263,0.4,0.85294
555,rectangle,0.05263,0.4,0.88235
556,rectangle,0.05263,0.4,0.91176
557,rectangle,0.05263,0.4,0.94118
558,rectangle,0.05263,0.4,0.97059
559,rectangle,0.05263,0.4,1.0
560,rectangle,0.05263,0.5,0.0
561,rectangle,0.05263,0.5,0.02941
562,rectangle,0.05263,0.5,0.05882
563,rectangle,0.05263,0.5,0.08824
564,rectangle,0.05263,0.5,0.11765
565,rectangle,0.05263,0.5,0.14706
566,rectangle,0.05263,0.5,0.17647
567,rectangle,0.05263,0.5,0.20588
568,rectangle,0.05263,0.5,0.23529
569,rectangle,0.05263,0.5,0.26471
570,rectangle,0.05263,0.5,0.29412
571,rectangle,0.05263,0.5,0.32353
572,rectangle,0.05263,0.5,0.35294
573,rectangle,0.05263,0.5,0.38235
574,rectangle,0.05263,0.5,0.41176
575,rectangle,0.05263,0.5,0.44118
576,rectangle,0.05263,0.5,0.47059
577,rectangle,0.05263,0.5,0.5
578,rectangle,0.05263,0.5,0.52941
579,rectangle,0.05263,0.5,0.55882
580,rectangle,0.05263,0.5,0.58824
581,rectangle,0.05263,0.5,0.61765
582,rectangle,0.05263,0.5,0.64706
583,rectangle,0.05263,0.5,0.67647
584,rectangle,0.05263,0.5,0.70588
585,rectangle,0.05263,0.5,0.73529
586,rectangle,0.05263,0.5,0.76471
587,rectangle,0.05263,0.5,0.79412
588,rectangle,0.05263,0.5,0.82353
589,rectangle,0.05263,0.5,0.85294
590,rectangle,0.05263,0.5,0.88235
591,rectangle,0.05263,0.5,0.91176
592,rectangle,0.05263,0.5,0.94118
593,rectangle,0.05263,0.5,0.97059
594,rectangle,0.05263,0.5,1.0
595,rectangle,0.05263,0.6,0.0
596,rectangle,0.05263,0.6,0.02941
597,rectangle,0.05263,0.6,0.05882
598,rectangle,0.05263,0.6,0.08824
599,rectangle,0.05263,0.6,0.11765
600,rectangle,0.05263,0.6,0.14706
601,rectangle,0.05263,0.6,0.17647
602,rectangle,0.05263,0.6,0.20588
603,rectangle,0.05263,0.6,0.23529
604,rectangle,0.05263,0.6,0.26471
605,rectangle,0.05263,0.6,0.29412
606,rectangle,0.05263,0.6,0.32353
607,rectangle,0.05263,0.6,0.35294
608,rectangle,0.05263,0.6,0.38235
609,rectangle,0.05263,0.6,0.41176
610,rectangle,0.05263,0.6,0.44118
611,rectangle,0.05263,0.6,0.47059
612,rectangle,0.05263,0.6,0.5
613,rectangle,0.05263,0.6,0.52941
614,rectangle,0.05263,0.6,0.55882
615,rectangle,0.05263,0.6,0.58824
616,rectangle,0.05263,0.6,0.61765
617,rectangle,0.05263,0.6,0.64706
618,rectangle,0.05263,0.6,0.67647
619,rectangle,0.05263,0.6,0.70588
620,rectangle,0.05263,0.6,0.73529
621,rectangle,0.05263,0.6,0.76471
622,rectangle,0.05263,0.6,0.79412
623,rectangle,0.05263,0.6,0.82353
624,rectangle,0.05263,0.6,0.85294
625,rectangle,0.05263,0.6,0.88235
626,rectangle,0.05263,0.6,0.91176
627,rectangle,0.05263,0.6,0.94118
628,rectangle,0.05263,0.6,0.97059
629,rectangle,0.05263,0.6,1.0
630,rectangle,0.05263,0.7,0.0
631,rectangle,0.05263,0.7,0.02941
632,rectangle,0.05263,0.7,0.05882
633,rectangle,0.05263,0.7,0.08824
634,rectangle,0.05263,0.7,0.11765
635,rectangle,0.05263,0.7,0.14706
636,rectangle,0.05263,0.7,0.17647
637,rectangle,0.05263,0.7,0.20588
638,rectangle,0.05263,0.7,0.23529
639,rectangle,0.05263,0.7,0.26471
640,rectangle,0.05263,0.7,0.29412
641,rectangle,0.05263,0.7,0.32353
642,rectangle,0.05263,0.7,0.35294
643,rectangle,0.05263,0.7,0.38235
644,rectangle,0.05263,0.7,0.41176
645,rectangle,0.05263,0.7,0.44118
646,rectangle,0.05263,0.7,0.47059
647,rectangle,0.05263,0.7,0.5
648,rectangle,0.05263,0.7,0.52941
649,rectangle,0.05263,0.7,0.55882
650,rectangle,0.05263,0.7,0.58824
651,rectangle,0.05263,0.7,0.61765
652,rectangle,0.05263,0.7,0.64706
653,rectangle,0.05263,0.7,0.67647
654,rectangle,0.05263,0.7,0.70588
655,rectangle,0.05263,0.7,0.73529
656,rectangle,0.05263,0.7,0.76471
657,rectangle,0.05263,0.7,0.79412
658,rectangle,0.05263,0.7,0.82353
659,rectangle,0.05263,0.7,0.85294
660,rectangle,0.05263,0.7,0.88235
661,rectangle,0.05263,0.7,0.91176
662,rectangle,0.05263,0.7,0.94118
663,rectangle,0.05263,0.7,0.97059
664,rectangle,0.05263,0.7,1.0
665,rectangle,0.05263,0.8,0.0
666,rectangle,0.05263,0.8,0.02941
667,rectangle,0.05263,0.8,0.05882
668,rectangle,0.05263,0.8,0.08824
669,rectangle,0.05263,0.8,0.11765
670,rectangle,0.05263,0.8,0.14706
671,rectangle,0.05263,0.8,0.17647
672,rectangle,0.05263,0.8,0.20588
673,rectangle,0.05263,0.8,0.23529
674,rectangle,0.05263,0.8,0.26471
675,rectangle,0.05263,0.8,0.29412
676,rectangle,0.05263,0.8,0.32353
677,rectangle,0.05263,0.8,0.35294
678,rectangle,0.05263,0.8,0.38235
679,rectangle,0.05263,0.8,0.41176
680,rectangle,0.05263,0.8,0.44118
681,rectangle,0.05263,0.8,0.47059
682,rectangle,0.05263,0.8,0.5
683,rectangle,0.05263,0.8,0.52941
684,rectangle,0.05263,0.8,0.55882
685,rectangle,0.05263,0.8,0.58824
